Restaurant name,Restaurant Rating,Restaurant latitude,Restaurant longitude
Highridge Bagels,3.4,41.032005132954,-73.7880880013108
Enricos Pastry Shop,2.7,41.0117545602816,-73.7962075138133
Amy’s custom cupcakes Bit O Heaven,5.0,41.0354444,-73.7715958
Wendy's,2.1,41.094486,-73.814918
Conte's Fish Market and Restaurant,3.2,41.194851,-73.725443
China Garden,2.4,41.0335026,-73.7638078
New Great Wall,2.7,41.0412374,-73.7912232
O'Connor's Public House,2.9,41.03028,-73.76563
Domino's Pizza,2.4,41.21256,-73.72054
The Honey Baked Ham Company,3.2,41.020758,-73.797048
Tazza Cafe - Thornwood,3.7,41.11142987754609,-73.7738449203318
Wendy's,2.2,41.05746551211296,-73.8176089
Cold Stone Creamery,2.4,41.1363487243652,-73.7921981811523
What A Bagel Cafe,2.3,41.022596226577,-73.7596153345019
GlenArbor Golf Club,5.0,41.22598601437802,-73.6761931057668
Osteria Bel Sit,4.4,27.916303,-82.791782
The Violet Stone,4.1,27.7808389,-82.6620263
The Scott,4.5,27.77381,-82.63671
Lakeview Grill,3.9,27.95009,-82.77447
Pierogis & More,4.4,27.83504,-82.72806
La Diperie,4.9,27.77143922094921,-82.63911221176386
Benedict's Family Restaurant,4.2,27.91627,-82.79033
Mutts & Martinis,4.3,27.770614126982743,-82.67279162447808
DeLosa's Pizza,3.2,27.7854,-82.78194
Miller's Jamaican Spice Cuisine,4.5,27.7662558411214,-82.675677333453
Mr Sushi,4.1,27.7855780452155,-82.6803457268497
Pier Teaki,3.5,27.773958935845855,-82.62251537055293
Speakeasy Kava,4.5,27.8860460850349,-82.7630671486259
Hooters,3.1,27.9609323,-82.7212045
Greek Islands Restaurant,4.1,27.93085,-82.796056
Portillo's St Petersburg,3.6,27.792327,-82.729195
Madeira Beach,4.3,27.785148334596364,-82.78552585681815
Tequila's Mexican Grill & Cantina,3.4,27.9658092520093,-82.80032672944778
Keke's Breakfast Cafe - South Pasadena,4.1,27.75759,-82.734811
Fray's Donut House,4.0,27.7788387010931,-82.679134750617
Baires Grill,3.7,25.81999786573351,-80.33655379999999
Sergio's Restaurant,3.3,25.655695,-80.415112
Wawa,4.4,25.65673340359785,-80.41666288352184
Rice Mediterranean Kitchen,3.6,25.792705,-80.337609
Hungry Bear Sub Shop,4.5,25.80596,-80.3127
El Palacio De Los Jugos,2.6,25.7603931427002,-80.4274826049805
Churromania,3.8,25.69879,-80.43815
Tropicana Food By The Pound,4.7,25.7698949,-80.3302767
Crema Gourmet Espresso Bar,4.0,25.68741,-80.31269
Smoothie Spot -Tamiami,4.0,25.75959543735151,-80.4191816
Carolina Ale House - Gables,3.2,25.732762754575138,-80.30461393749609
Sushi Maki - Kendall,3.3,25.68707098880544,-80.38023435619061
